,LIWC_neg,LIWC_pos,SentiWordNet_neg,SentiWordNet_pos,GI_neg,GI_pos,SenticNet_neg,SenticNet_pos,ANEW,EL,Source
bold,0.0,1.0,0.0,0.0,,,0.0,0.265,6.8,,2021b
boomer,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021b
bore,1.0,0.0,0.125,0.0,1.0,0.0,-0.64,0.0,,,2021b
bored,1.0,0.0,0.0,0.125,,,-0.25,0.0,2.95,2.44,2021b
boring,1.0,0.0,0.0,0.0,,,-0.25,0.0,,2.57,2021b
bossy,0.0,0.0,0.125,0.125,,,-0.83,0.0,,,2021b
bougie,0.0,0.0,0.0,0.0,,,,,,,2021b
boy,0.0,0.0,0.0,0.25,,,,,6.32,,2021b
brand,0.0,0.0,0.0,0.0,,,,,,,2021b
brave,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.85,7.15,,2021b
bright,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.13,7.5,7.4,2021b
brilliant,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.825,,8.4,2021b
bro,0.0,0.0,0.0,0.0,,,,,,,2021b
broke,1.0,0.0,0.125,0.25,1.0,0.0,-0.38,0.0,,,2021b
brother,0.0,0.0,0.0,0.0,,,0.0,0.324,7.11,,2021b
browser,0.0,0.0,0.5,0.0,,,,,,,2021b
bubbly,0.0,0.0,0.125,0.0,,,0.0,0.799,,6.78,2021b
budget,0.0,0.0,0.0,0.0,,,,,,,2021b
budgeter,0.0,0.0,0.0,0.0,,,,,,,2021b
business,0.0,0.0,0.0,0.0,,,,,,,2021b
business_owner,0.0,0.0,0.0,0.0,,,,,,,2021b
businessman,0.0,0.0,0.0,0.0,,,0.0,0.329,,,2021b
businessperson,0.0,0.0,0.0,0.0,,,0.0,0.919,,,2021b
businesswoman,0.0,0.0,0.0,0.0,,,0.0,0.24,,,2021b
busy,0.0,0.0,0.0,0.375,,,,,,,2021b
buyer,0.0,0.0,0.0,0.0,,,-0.83,0.0,,,2021b
caffeinated,0.0,0.0,0.0,0.0,,,,,,,2021b
caffeine,0.0,0.0,0.0,0.25,,,0.0,0.318,,,2021b
caffeine_addict,0.0,0.0,0.0,0.0,,,,,,,2021b
calm,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.915,,7.13,2021b
camper,0.0,0.0,0.0,0.0,,,,,,,2021b
capable,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.349,7.16,,2021b
capitalist,0.0,0.0,0.0,0.0,,,-0.78,0.0,,,2021b
care,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.356,,,2021b
career,0.0,0.0,0.0,0.0,,,,,,,2021b
carefree,0.0,1.0,0.375,0.5,0.0,1.0,0.0,0.35,7.54,,2021b
careful,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.862,,,2021b
careless,1.0,0.0,0.5,0.0,1.0,0.0,-0.88,0.0,,,2021b
caring,0.0,1.0,0.5,0.5,,,0.0,0.299,,7.88,2021b
casual,0.0,0.0,0.625,0.125,0.0,1.0,-0.86,0.0,,,2021b
caucasian,0.0,0.0,0.0,0.0,,,,,,,2021b
cautious,0.0,0.0,0.0,0.375,,,-0.8,0.0,,,2021b
celebrity,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.826,,,2021b
ceo,0.0,0.0,0.0,0.0,,,,,,,2021b
challenger,0.0,1.0,0.0,0.0,,,0.0,0.197,,,2021b
champion,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.299,8.44,,2021b
charismatic,0.0,0.0,0.0,0.5,,,0.0,0.089,,7.39,2021b
charming,0.0,1.0,0.0,0.5,,,0.0,0.9,,7.76,2021b
chaser,0.0,0.0,0.0,0.0,,,,,,,2021b
cheap,0.0,0.0,0.25,0.0,1.0,0.0,-0.64,0.0,,3.47,2021b
cheapskate,0.0,0.0,0.0,0.0,,,-0.81,0.0,,,2021b
cheerful,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.33,,7.93,2021b
chic,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.858,,6.36,2021b
chick,0.0,0.0,0.0,0.0,,,-0.05,0.0,,,2021b
child,0.0,0.0,0.0,0.0,,,0.0,0.81,7.08,,2021b
childish,0.0,0.0,0.375,0.0,1.0,0.0,-0.82,0.0,,2.96,2021b
chill,0.0,0.0,0.25,0.125,,,0.0,0.838,,,2021b
choosy,0.0,0.0,0.75,0.25,,,0.0,0.252,,,2021b
chubby,0.0,0.0,0.0,0.125,,,-0.45,0.0,,2.3,2021b
citizen,0.0,0.0,0.0,0.0,,,0.0,0.06,,,2021b
city,0.0,0.0,0.0,0.0,,,,,6.03,,2021b
city_dweller,0.0,0.0,0.0,0.0,,,,,,,2021b
class,0.0,0.0,0.0,0.0,,,,,,,2021b
classic,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.161,,6.36,2021b
classical,0.0,0.0,0.0,0.25,,,0.0,0.164,,,2021b
classy,0.0,0.0,0.0,0.375,,,0.0,0.9,,7.39,2021b
clean,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021b
clear,0.0,0.0,0.0,0.25,0.0,1.0,,,,,2021b
clever,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.164,,7.31,2021b
clueless,0.0,0.0,0.5,0.125,,,-0.64,0.0,,1.94,2021b
coach,0.0,0.0,0.0,0.0,,,,,,,2021b
cocky,0.0,0.0,0.25,0.5,1.0,0.0,0.0,0.058,,2.44,2021b
coke,0.0,0.0,0.0,0.0,,,,,,,2021b
cola,0.0,0.0,0.0,0.0,,,-0.84,0.0,,,2021b
collector,0.0,0.0,0.0,0.0,,,-0.92,0.0,,,2021b
college,0.0,0.0,0.0,0.0,,,,,,,2021b
college_student,0.0,0.0,0.0,0.0,,,,,,,2021b
collegiate,0.0,0.0,0.0,0.0,,,0.0,0.843,,,2021b
comfort,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.246,7.07,,2021b
comfortable,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.76,,7.08,2021b
committed,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
common,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
company,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
compassionate,0.0,1.0,0.875,0.0,0.0,1.0,-0.72,0.0,,,2021b
competent,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.349,,,2021b
competitive,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.845,,5.32,2021b
competitor,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.197,,,2021b
computer,0.0,0.0,0.0,0.0,,,,,6.24,,2021b
concerned,0.0,0.0,0.0,0.0,,,-0.9,0.0,,4.44,2021b
confident,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.754,7.98,,2021b
conforming,0.0,0.0,0.0,0.0,,,,,,,2021b
conformist,0.0,0.0,0.0,0.375,,,0.0,0.193,,,2021b
confused,1.0,0.0,0.0,0.0,,,-0.27,0.0,3.21,2.6,2021b
connected,0.0,0.0,0.0,0.0,,,-0.81,0.0,,,2021b
connoisseur,0.0,0.0,0.0,0.0,,,-0.92,0.0,,,2021b
conscience,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.891,,,2021b
conscientious,0.0,0.0,0.375,0.25,0.0,1.0,0.0,0.797,,,2021b
conscious,0.0,0.0,0.25,0.125,,,0.0,0.262,,,2021b
conservative,0.0,0.0,0.0,0.0,,,0.0,0.843,,,2021b
considerate,0.0,1.0,0.25,0.5,0.0,1.0,0.0,0.976,,7.61,2021b
consistent,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.122,,,2021b
construction_worker,0.0,0.0,0.0,0.0,,,0.0,0.943,,,2021b
consumer,0.0,0.0,0.0,0.0,,,0.0,0.816,,,2021b
consumerist,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021b
contemporary,0.0,0.0,0.0,0.0,,,0.0,0.966,,,2021b
content,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.966,,,2021b
contractor,0.0,0.0,0.0,0.0,,,0.0,0.97,,,2021b
conventional,0.0,0.0,0.375,0.375,,,-0.73,0.0,,4.68,2021b
cook,0.0,0.0,0.0,0.0,,,0.0,0.863,6.16,,2021b
cool,0.0,1.0,0.375,0.25,1.0,0.0,0.0,0.9,,6.96,2021b
cost,0.0,0.0,0.0,0.0,1.0,0.0,-0.81,0.0,,,2021b
country,0.0,0.0,0.0,0.0,,,,,,,2021b
courageous,0.0,1.0,0.125,0.375,0.0,1.0,,,,7.88,2021b
crafty,0.0,0.0,0.125,0.625,1.0,0.0,0.0,0.9,,,2021b
crazy,1.0,0.0,0.375,0.0,1.0,0.0,0.0,0.9,,,2021b
creative,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.189,,8.07,2021b
creator,0.0,0.0,0.0,0.0,,,,,,,2021b
crunchy,0.0,0.0,0.0,0.0,,,0.0,0.795,,,2021b
curious,0.0,0.0,0.375,0.125,,,0.0,0.91,6.08,,2021b
current,0.0,0.0,0.0,0.0,,,0.0,0.898,,,2021b
customer,0.0,0.0,0.0,0.0,,,,,,,2021b
cute,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.068,7.62,,2021b
cutting_edge,0.0,0.0,0.0,0.0,,,,,,,2021b
dad,0.0,0.0,0.0,0.0,,,,,,,2021b
dancer,0.0,0.0,0.0,0.0,,,0.0,0.936,7.14,,2021b
dandy,0.0,0.0,0.0,0.0,,,0.0,0.841,,,2021b
daredevil,0.0,0.0,0.5,0.0,,,-0.28,0.0,,,2021b
daring,0.0,1.0,0.25,0.0,0.0,1.0,0.0,0.268,,,2021b
daughter,0.0,0.0,0.0,0.0,,,0.0,0.324,,,2021b
deal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021b
dealer,0.0,0.0,0.0,0.0,,,-0.86,0.0,,,2021b
decent,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.9,,,2021b
decisive,0.0,0.0,0.0,0.0,,,0.0,0.161,,,2021b
dedicated,0.0,0.0,0.0,0.125,,,0.0,0.9,,,2021b
delightful,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.9,,7.93,2021b
demanding,0.0,0.0,0.25,0.0,,,-0.24,0.0,,,2021b
democrat,0.0,0.0,0.0,0.0,,,,,,,2021b
dependable,0.0,0.0,0.0,0.375,0.0,1.0,-0.64,0.0,,7.32,2021b
dependent,0.0,0.0,0.0,0.0,1.0,0.0,-0.94,0.0,,,2021b
depressed,1.0,0.0,0.125,0.0,,,-0.25,0.0,1.83,1.03,2021b
designer,0.0,0.0,0.0,0.0,,,0.0,0.947,,,2021b
desirable,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.285,,,2021b
desperate,1.0,0.0,0.25,0.0,1.0,0.0,-0.72,0.0,,1.89,2021b
detailed,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
determined,0.0,1.0,0.0,0.0,,,0.0,0.828,,,2021b
developer,0.0,0.0,0.0,0.0,,,0.0,0.084,,,2021b
diabetic,0.0,0.0,0.375,0.0,,,-0.2,0.0,,,2021b
different,0.0,0.0,0.0,0.625,,,,,,,2021b
diligent,0.0,0.0,0.0,0.625,0.0,1.0,0.0,0.956,,,2021b
dirty,0.0,0.0,0.75,0.0,1.0,0.0,-0.14,0.0,3.08,1.55,2021b
discerning,0.0,0.0,0.0,0.5,,,,,,,2021b
disciplined,0.0,0.0,0.0,0.0,,,,,,,2021b
discount,0.0,0.0,0.0,0.0,,,0.0,0.888,,,2021b
discriminating,0.0,0.0,0.0,0.0,,,,,,,2021b
distinguished,0.0,0.0,0.25,0.0,0.0,1.0,,,,6.59,2021b
diverse,0.0,0.0,0.0,0.125,,,0.0,0.942,,,2021b
doctor,0.0,0.0,0.0,0.0,,,,,5.2,,2021b
doer,0.0,0.0,0.0,0.0,,,0.0,0.726,,,2021b
dope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,,,2021b
dork,1.0,0.0,0.0,0.125,,,-0.83,0.0,,,2021b
dreamer,0.0,0.0,0.0,0.0,,,-0.23,0.0,,,2021b
drinker,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021b
driven,0.0,0.0,0.0,0.0,,,0.0,0.821,,,2021b
driver,0.0,0.0,0.0,0.0,,,,,,,2021b
dude,0.0,0.0,0.0,0.0,,,,,,,2021b
dull,1.0,0.0,0.0,0.0,1.0,0.0,-0.06,0.0,,2.39,2021b
dumb,1.0,0.0,0.25,0.0,1.0,0.0,-0.81,0.0,,0.88,2021b
dummy,1.0,0.0,0.0,0.0,,,-0.06,0.0,3.38,,2021b
eager,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.725,,6.8,2021b
earner,0.0,0.0,0.0,0.0,,,0.0,0.068,,,2021b
easily,0.0,1.0,0.0,0.25,,,0.0,0.943,,6.6,2021b
easy,0.0,1.0,0.25,0.625,0.0,1.0,0.0,0.806,7.1,6.65,2021b
easygoing,0.0,1.0,0.625,0.0,,,0.0,0.905,7.2,,2021b
eater,0.0,0.0,0.0,0.0,,,0.0,0.253,,,2021b
eccentric,0.0,0.0,0.0,0.0,1.0,0.0,-0.17,0.0,,4.92,2021b
eclectic,0.0,0.0,0.0,0.0,,,-0.35,0.0,,5.9,2021b
economical,0.0,0.0,0.0,0.25,,,0.0,0.177,,,2021b
educated,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.028,,,2021b
educator,0.0,0.0,0.0,0.0,,,0.0,0.287,,,2021b
effective,0.0,0.0,0.125,0.25,0.0,1.0,0.0,0.909,,7.1,2021b
efficient,0.0,0.0,0.375,0.375,0.0,1.0,0.0,0.163,,7.1,2021b
egotistical,1.0,0.0,0.0,0.25,1.0,0.0,-0.77,0.0,,1.59,2021b
elder,0.0,0.0,0.0,0.0,,,,,,,2021b
elderly,0.0,0.0,0.0,0.0,,,-0.16,0.0,,,2021b
elegant,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.817,7.43,7.36,2021b
elite,0.0,0.0,0.0,0.25,,,0.0,0.83,,,2021b
elitist,0.0,0.0,0.0,0.0,,,0.0,0.313,,,2021b
employed,0.0,0.0,0.0,0.0,,,,,,,2021b
employee,0.0,0.0,0.0,0.0,,,0.0,0.917,,,2021b
employer,0.0,0.0,0.0,0.0,,,0.0,0.917,,,2021b
energetic,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.27,,7.28,2021b
energized,0.0,1.0,0.0,0.5,,,,,,,2021b
energy,0.0,1.0,0.0,0.0,,,0.0,0.83,,,2021b
engaged,0.0,1.0,0.0,0.0,,,0.0,0.9,8.0,,2021b
engaging,0.0,1.0,0.0,0.0,,,0.0,0.9,,7.2,2021b
engineer,0.0,0.0,0.0,0.0,,,0.0,0.332,,,2021b
enjoyable,0.0,1.0,0.25,0.5,0.0,1.0,0.0,0.78,,7.52,2021b
entertaining,0.0,1.0,0.0,0.125,,,0.0,0.9,,7.36,2021b
enthusiast,0.0,1.0,0.0,0.125,,,0.0,0.32,,,2021b
enthusiastic,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.899,,7.68,2021b
entrepreneur,0.0,0.0,0.0,0.0,,,0.0,0.919,,,2021b
entrepreneurial,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.406,,,2021b
established,0.0,0.0,0.0,0.0,,,,,,,2021b
european,0.0,0.0,0.0,0.0,,,-0.77,0.0,,,2021b
everyday,0.0,0.0,0.0,0.125,,,,,,,2021b
everyman,0.0,0.0,0.125,0.0,,,-0.78,0.0,,,2021b
excitable,0.0,0.0,0.25,0.25,,,0.0,0.229,,,2021b
excited,0.0,1.0,0.375,0.25,0.0,1.0,0.0,0.181,,,2021b
exciting,0.0,1.0,0.375,0.25,,,0.0,0.908,,7.55,2021b
executive,0.0,0.0,0.0,0.25,,,-0.84,0.0,,,2021b
exerciser,0.0,0.0,0.0,0.0,,,,,,,2021b
experienced,0.0,0.0,0.0,0.0,,,0.0,0.255,,,2021b
expert,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
explorer,0.0,0.0,0.0,0.0,,,0.0,0.772,,,2021b
extraverted,0.0,0.0,0.125,0.125,,,,,,,2021b
extrovert,0.0,0.0,0.0,0.0,,,0.0,0.229,,,2021b
extroverted,0.0,0.0,0.0,0.0,,,,,,,2021b
fabulous,0.0,1.0,0.125,0.875,0.0,1.0,,,,7.8,2021b
fair,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.129,,,2021b
fake,1.0,0.0,0.5,0.125,1.0,0.0,-0.81,0.0,,1.71,2021b
family,0.0,0.0,0.0,0.0,,,0.0,0.883,7.65,,2021b
family_man,0.0,0.0,0.0,0.125,,,,,,,2021b
family_member,0.0,0.0,0.0,0.0,,,-0.64,0.0,,,2021b
famous,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.919,6.98,6.88,2021b
fan,0.0,0.0,0.0,0.0,,,0.0,0.114,,,2021b
fanatic,0.0,0.0,0.125,0.125,1.0,0.0,-0.35,0.0,,,2021b
fancy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021b
farmer,0.0,0.0,0.0,0.0,,,0.0,0.875,,,2021b
fascinating,0.0,0.0,0.0,0.25,,,0.0,0.9,,7.7,2021b
fashion,0.0,0.0,0.0,0.0,,,0.0,0.046,,,2021b
fashion_conscious,0.0,0.0,0.0,0.0,,,,,,,2021b
fashionable,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.442,,6.86,2021b
fashionista,0.0,0.0,0.0,0.0,,,0.0,0.858,,,2021b
fast,0.0,0.0,0.0,0.0,,,0.0,0.145,,,2021b
fat,0.0,0.0,0.0,0.0,1.0,0.0,-0.98,0.0,2.28,,2021b
father,0.0,0.0,0.0,0.0,,,0.0,0.324,7.08,,2021b
fearless,0.0,1.0,0.125,0.25,0.0,1.0,0.0,0.283,,7.08,2021b
female,0.0,0.0,0.0,0.0,,,,,,,2021b
fierce,0.0,0.0,0.25,0.25,1.0,0.0,-0.2,0.0,,,2021b
financially,0.0,0.0,0.0,0.0,,,0.0,0.08,,,2021b
finder,0.0,0.0,0.0,0.0,,,,,,,2021b
fine,0.0,1.0,0.125,0.0,0.0,1.0,0.0,0.9,,,2021b
fisherman,0.0,0.0,0.0,0.0,,,0.0,0.408,,,2021b
fit,0.0,0.0,0.5,0.0,0.0,1.0,,,,,2021b
flashy,0.0,0.0,0.5,0.0,0.0,1.0,-0.75,0.0,,,2021b
flexible,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.9,,,2021b
flirtatious,0.0,1.0,0.0,0.25,,,,,,,2021b
flirty,0.0,1.0,0.0,0.0,,,,,,,2021b
focused,0.0,0.0,0.0,0.125,,,,,,,2021b
follower,0.0,0.0,0.0,0.0,,,0.0,0.287,,,2021b
foodie,0.0,0.0,0.0,0.375,,,0.0,0.24,,,2021b
fool,1.0,0.0,0.0,0.625,1.0,0.0,-0.84,0.0,,1.75,2021b
foolish,1.0,0.0,0.0,0.625,1.0,0.0,-0.64,0.0,,1.91,2021b
foreigner,0.0,0.0,0.0,0.0,,,-0.18,0.0,,,2021b
fortunate,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.299,,7.55,2021b
forward,0.0,0.0,0.0,0.0,0.0,1.0,,,,,2021b
forward_thinking,0.0,0.0,0.0,0.0,,,,,,,2021b
free,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,8.26,,2021b
free_spirit,0.0,0.0,0.0,0.375,,,,,,,2021b
freethinker,0.0,1.0,0.0,0.0,,,-0.12,0.0,,,2021b
fresh,0.0,0.0,0.625,0.375,0.0,1.0,0.0,0.795,,7.2,2021b
friend,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.298,7.74,,2021b
friendly,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.887,8.43,7.88,2021b
frivolous,0.0,0.0,0.75,0.0,1.0,0.0,-0.18,0.0,,,2021b
frugal,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.177,,,2021b
fun,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.858,8.37,7.84,2021b
funloving,0.0,0.0,0.0,0.0,,,,,,,2021b
funny,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,,,2021b
fussy,0.0,0.0,0.625,0.0,1.0,0.0,-0.81,0.0,,,2021b
gambler,0.0,0.0,0.0,0.0,,,-0.11,0.0,,,2021b
gamer,0.0,0.0,0.5,0.0,,,,,,,2021b
gay,0.0,0.0,0.0,0.125,0.0,1.0,0.0,0.361,,,2021b
geek,1.0,0.0,0.25,0.0,,,-0.96,0.0,,,2021b
generic,0.0,0.0,0.0,0.0,,,,,,,2021b
generous,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.936,,,2021b
genius,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.283,,,2021b
gentle,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.806,7.31,7.19,2021b
gentleman,0.0,0.0,0.0,0.125,,,0.0,0.036,,,2021b
genuine,0.0,0.0,0.636,0.364,0.0,1.0,0.0,0.194,,7.97,2021b
getter,0.0,0.0,0.0,0.0,,,,,,,2021b
girl,0.0,0.0,0.0,0.0,,,,,6.87,,2021b
glamorous,0.0,1.0,0.0,0.375,0.0,1.0,,,,7.47,2021b
global,0.0,0.0,0.375,0.0,,,,,,,2021b
going,0.0,0.0,0.0,0.0,,,,,,,2021b
good,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.191,7.47,,2021b
goodlooking,0.0,0.0,0.0,0.0,,,,,,,2021b
grandfather,0.0,0.0,0.0,0.0,,,,,,,2021b
grandma,0.0,0.0,0.0,0.0,,,0.0,0.804,,,2021b
grandmother,0.0,0.0,0.0,0.0,,,0.0,0.804,,,2021b
grandpa,0.0,0.0,0.0,0.0,,,,,,,2021b
grandparent,0.0,0.0,0.0,0.0,,,0.0,0.81,,,2021b
great,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.857,,7.79,2021b
greedy,1.0,0.0,0.0,0.0,,,-0.1,0.0,,1.24,2021b
gregarious,0.0,0.0,0.0,0.0,,,,,,,2021b
gross,1.0,0.0,0.0,0.0,,,-0.87,0.0,,1.11,2021b
grounded,0.0,0.0,0.0,0.0,,,,,,,2021b
group,0.0,0.0,0.0,0.0,,,,,,,2021b
gullible,0.0,0.0,0.25,0.5,1.0,0.0,0.0,0.05,,,2021b
guru,0.0,0.0,0.0,0.0,,,,,,,2021b
guy,0.0,0.0,0.0,0.0,,,,,,,2021b
handsome,0.0,1.0,0.0,0.625,0.0,1.0,0.0,0.948,7.93,7.97,2021b
handy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.849,,6.68,2021b
happy,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.225,8.21,7.89,2021b
hard,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.059,5.22,2.84,2021b
hard_worker,0.0,0.0,0.125,0.0,,,-0.07,0.0,,,2021b
hardworking,0.0,0.0,0.375,0.25,,,,,,7.28,2021b
hater,1.0,0.0,0.25,0.0,1.0,0.0,-0.64,0.0,,1.28,2021b
healthy,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.062,,8.22,2021b
hedonist,0.0,0.0,0.0,0.375,,,-0.77,0.0,,,2021b
hedonistic,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.13,,,2021b
helper,0.0,1.0,0.0,0.0,,,0.0,0.736,,,2021b
helpful,0.0,1.0,0.0,0.25,0.0,1.0,-0.94,0.0,,7.52,2021b
herd,0.0,0.0,0.0,0.0,,,-0.86,0.0,,,2021b
hero,0.0,1.0,0.125,0.5,0.0,1.0,0.0,0.9,,8.0,2021b
high,0.0,0.0,0.0,0.125,,,0.0,0.085,,,2021b
high_class,0.0,0.0,0.0,0.0,,,,,,,2021b
high_quality,0.0,0.0,0.0,0.75,,,0.0,0.9,,,2021b
hiker,0.0,0.0,0.0,0.0,,,,,,,2021b
hip,0.0,0.0,0.0,0.0,,,,,,,2021b
hippy,0.0,0.0,0.0,0.0,,,-0.2,0.0,,,2021b
hipster,0.0,0.0,0.0,0.0,,,-0.96,0.0,,,2021b
hoarder,0.0,0.0,0.0,0.0,,,,,,,2021b
hobbyist,0.0,0.0,0.0,0.0,,,0.0,0.17,,,2021b
homebody,0.0,0.0,0.625,0.0,,,-0.78,0.0,,,2021b
homemaker,0.0,0.0,0.0,0.0,,,,,,,2021b
homosexual,0.0,0.0,0.0,0.125,,,0.0,0.361,,,2021b
honest,0.0,1.0,0.0,0.375,0.0,1.0,0.0,0.164,7.7,,2021b
hopeful,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.232,7.1,,2021b
horrible,1.0,0.0,0.625,0.0,1.0,0.0,-0.93,0.0,,0.84,2021b
hot,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.728,,,2021b
housewife,0.0,0.0,0.0,0.0,,,0.0,0.03,,,2021b
humble,0.0,0.0,0.375,0.0,0.0,1.0,-0.22,0.0,5.86,6.6,2021b
hungry,0.0,0.0,0.125,0.125,1.0,0.0,0.0,0.821,3.58,,2021b
hunter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.823,,,2021b
husband,0.0,0.0,0.0,0.0,,,,,,,2021b
hustler,0.0,0.0,0.0,0.0,1.0,0.0,,,,,2021b
hype,0.0,0.0,0.0,0.125,,,0.0,0.892,,,2021b
hyper,0.0,0.0,0.0,0.0,,,0.0,0.756,,,2021b
idiot,1.0,0.0,0.125,0.0,1.0,0.0,-0.06,0.0,3.16,0.83,2021b
ignorant,1.0,0.0,0.5,0.0,1.0,0.0,-0.64,0.0,,1.12,2021b
imaginative,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.842,,7.32,2021b
immature,0.0,0.0,0.125,0.0,1.0,0.0,-0.81,0.0,3.39,2.0,2021b
impatient,1.0,0.0,0.375,0.0,1.0,0.0,-0.83,0.0,,,2021b
important,0.0,1.0,0.0,0.875,0.0,1.0,0.0,0.9,,,2021b
impressionable,0.0,1.0,0.0,0.5,,,0.0,0.806,,,2021b
impressive,0.0,1.0,0.0,0.125,0.0,1.0,0.0,0.249,,7.48,2021b
impulsive,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.917,,,2021b
inactive,0.0,0.0,0.625,0.0,,,-0.01,0.0,,,2021b
inclined,0.0,0.0,0.125,0.5,,,,,,,2021b
income,0.0,0.0,0.0,0.0,,,0.0,0.919,,,2021b
independant,0.0,0.0,0.0,0.0,,,,,,,2021b
independent,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.865,,,2021b
individual,0.0,0.0,0.0,0.0,,,0.0,0.082,,,2021b
individualist,0.0,0.0,0.0,0.0,,,-0.78,0.0,,,2021b
individualistic,0.0,0.0,0.5,0.125,,,-0.78,0.0,,,2021b
indulgent,0.0,0.0,0.25,0.5,,,-0.64,0.0,,,2021b
industrious,0.0,0.0,0.375,0.25,0.0,1.0,,,,,2021b
inexpensive,0.0,0.0,0.25,0.0,0.0,1.0,-0.82,0.0,,5.33,2021b
influenced,0.0,0.0,0.0,0.0,,,,,,,2021b
influencer,0.0,0.0,0.0,0.0,,,,,,,2021b
influential,0.0,0.0,0.0,0.125,,,0.0,0.337,,,2021b
information,0.0,0.0,0.0,0.0,,,0.0,0.44,,,2021b
informed,0.0,0.0,0.0,0.0,,,0.0,0.9,,,2021b
innovative,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.793,,7.85,2021b
innovator,0.0,0.0,0.0,0.0,,,0.0,0.768,,,2021b
inquisitive,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.91,,,2021b
insightful,0.0,0.0,0.0,0.625,,,0.0,0.83,,7.16,2021b
